ImageName,Color,Evolution,Mood,Size,Background,Prompt
rose_quartz_5_excited,rose_quartz,5-guardian,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing pink-rose hair, starry eyes, open mouth smile, arms raised. Golden crown with rose quartz gem. Large majestic feathered-crystal wings spread wide with pink and gold shimmer. Ethereal glowing pink gown. She holds a radiant glowing rose quartz crystal up high. Golden sparkle aura bursting, light rays."
rose_quartz_5_thinking,rose_quartz,5-guardian,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing pink-rose hair, wise curious expression, head tilted, finger on chin. Golden crown with rose quartz gem. Large majestic feathered-crystal wings with pink and gold shimmer. Ethereal glowing pink gown. She holds a radiant glowing rose quartz crystal. Soft golden sparkle aura."
rose_quartz_5_sleeping,rose_quartz,5-guardian,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing pink-rose hair, eyes closed peacefully, serene. Golden crown with rose quartz gem. Large majestic feathered-crystal wings folded like cocoon. Ethereal glowing pink gown. She cradles a radiant glowing rose quartz crystal. Curled up pose, zzz particles, dim golden aura."
peridot_1_idle,peridot,1-seed,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing soft green orb of light with a cute chibi face — big sparkly eyes, rosy cheeks, gentle smile. No body, just a round magical ball of warm green light. Tiny translucent wing buds on either side. A small rough jade crystal chip floats below. Minimal detail, simple and cute, soft green glow aura."
peridot_1_happy,peridot,1-seed,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing soft green orb of light with a cute chibi face — eyes closed happily (^^), big blush, joyful smile. No body, round magical ball of green light. Tiny wing buds. Small rough jade chip below. Extra sparkles, green glow aura."
peridot_1_excited,peridot,1-seed,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing soft green orb of light with a cute chibi face — starry eyes, open mouth smile, sparkles bursting. No body, round magical ball of green light. Tiny wing buds. Small rough jade chip below. Bright green glow."
peridot_1_thinking,peridot,1-seed,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing soft green orb of light with a cute chibi face — curious expression, slightly tilted. No body, round magical ball of green light. Tiny wing buds. Small rough jade chip below. Soft green glow."
peridot_1_sleeping,peridot,1-seed,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing soft green orb of light with a cute chibi face — eyes closed peacefully, sleeping. No body, round magical ball of green light. Tiny wing buds drooping. Small rough jade chip below. Dim glow, zzz particles."
peridot_2_idle,peridot,2-bud,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short emerald-green hair, big expressive eyes, rosy cheeks, gentle smile. Tiny seedling sprout on head. Simple translucent leaf-shaped fairy wings with green tint. Simple green dress with soft edges. She holds a small tumbled jade stone. Floating pose, soft sparkles."
peridot_2_happy,peridot,2-bud,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short emerald-green hair, eyes closed happily (^^), big blush, joyful smile. Seedling sprout on head. Translucent leaf-shaped wings. Simple green dress. She holds a tumbled jade stone. Bouncy pose, sparkles."
peridot_2_excited,peridot,2-bud,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short emerald-green hair, starry eyes, open mouth smile, arms raised. Seedling sprout on head. Translucent leaf-shaped wings. Simple green dress. She holds a tumbled jade stone up high. Lots of sparkles."
peridot_2_thinking,peridot,2-bud,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short emerald-green hair, curious expression, head tilted, finger on chin. Seedling sprout on head. Translucent leaf-shaped wings. Simple green dress. She holds a tumbled jade stone. Thoughtful pose."
peridot_2_sleeping,peridot,2-bud,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short emerald-green hair, eyes closed peacefully, sleeping. Seedling sprout on head. Translucent leaf-shaped wings drooping. Simple green dress. She cradles a tumbled jade stone. Curled up pose, zzz particles."
peridot_3_idle,peridot,3-bloom,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing emerald-green hair past her shoulders, large expressive eyes, rosy cheeks, gentle smile. Flower crown of tiny white flowers and green leaves. Translucent leaf-shaped fairy wings with soft green shimmer. Flowing green dress with petal-like edges. She holds a polished jade stone against her chest. Floating pose, soft sparkles."
peridot_3_happy,peridot,3-bloom,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing emerald-green hair, eyes closed happily (^^), big blush, wide smile. Flower crown of white flowers and leaves. Translucent leaf-shaped wings with green shimmer. Flowing green dress. She holds a polished jade stone. Bouncy pose, extra sparkles."
peridot_3_excited,peridot,3-bloom,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing emerald-green hair, starry eyes, open mouth smile, arms raised. Flower crown of white flowers and leaves. Translucent leaf-shaped wings spread wide with green shimmer. Flowing green dress. She holds a polished jade stone up high. Lots of sparkles."
peridot_3_thinking,peridot,3-bloom,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing emerald-green hair, curious expression, head tilted, finger on chin. Flower crown of white flowers and leaves. Translucent leaf-shaped wings with green shimmer. Flowing green dress. She holds a polished jade stone. Thoughtful pose."
peridot_3_sleeping,peridot,3-bloom,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing emerald-green hair, eyes closed peacefully, serene. Flower crown of white flowers and leaves. Translucent leaf-shaped wings folded. Flowing green dress. She cradles a polished jade stone. Curled up pose, zzz particles, dim glow."
peridot_4_idle,peridot,4-crystal,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing emerald-green hair, large expressive eyes, rosy cheeks, elegant smile. Crystal tiara with faceted peridot gems. Large faceted crystal fairy wings that catch light with green sparkle. Detailed green dress with crystal accents. She holds a brilliant faceted peridot gem. Floating pose, many sparkles and light rays."
peridot_4_happy,peridot,4-crystal,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing emerald-green hair, eyes closed happily (^^), big blush, radiant smile. Crystal tiara with peridot gems. Large faceted crystal wings with green sparkle. Detailed green dress with crystal accents. She holds a brilliant faceted peridot gem. Bouncy pose, sparkles and light bursts."
peridot_4_excited,peridot,4-crystal,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing emerald-green hair, starry eyes, open mouth smile, arms raised. Crystal tiara with peridot gems. Large faceted crystal wings spread wide with green sparkle. Detailed green dress. She holds a brilliant faceted peridot gem up high. Sparkles and light rays bursting."
peridot_4_thinking,peridot,4-crystal,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing emerald-green hair, curious expression, head tilted, finger on chin. Crystal tiara with peridot gems. Large faceted crystal wings with green sparkle. Detailed green dress. She holds a brilliant faceted peridot gem. Thoughtful pose, gentle sparkles."
peridot_4_sleeping,peridot,4-crystal,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing emerald-green hair, eyes closed peacefully, serene. Crystal tiara with peridot gems. Large faceted crystal wings folded. Detailed green dress. She cradles a brilliant faceted peridot gem. Curled up pose, zzz particles, soft crystal glow."
peridot_5_idle,peridot,5-guardian,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing emerald-green hair, large expressive eyes, rosy cheeks, serene wise smile. Golden crown with glowing peridot gem centerpiece. Large majestic feathered-crystal wings with green and gold shimmer. Ethereal glowing green gown with golden sparkle accents. She holds a radiant glowing jade crystal emitting soft light. Golden sparkle aura, light rays, magical."
peridot_5_happy,peridot,5-guardian,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing emerald-green hair, eyes closed happily (^^), radiant smile. Golden crown with peridot gem. Large majestic feathered-crystal wings with green and gold shimmer. Ethereal glowing green gown. She holds a radiant glowing jade crystal. Joyful pose, golden sparkle aura."
peridot_5_excited,peridot,5-guardian,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing emerald-green hair, starry eyes, open mouth smile, arms raised. Golden crown with peridot gem. Large majestic feathered-crystal wings spread wide with green and gold shimmer. Ethereal glowing green gown. She holds a radiant glowing jade crystal up high. Golden sparkle aura bursting."
peridot_5_thinking,peridot,5-guardian,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing emerald-green hair, wise curious expression, head tilted, finger on chin. Golden crown with peridot gem. Large majestic feathered-crystal wings with green and gold shimmer. Ethereal glowing green gown. She holds a radiant glowing jade crystal. Soft golden sparkle aura."
peridot_5_sleeping,peridot,5-guardian,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing emerald-green hair, eyes closed peacefully, serene. Golden crown with peridot gem. Large majestic feathered-crystal wings folded like cocoon. Ethereal glowing green gown. She cradles a radiant glowing jade crystal. Curled up pose, zzz particles, dim golden aura."
onyx_1_idle,onyx,1-seed,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing dark midnight-blue orb of light with a cute chibi face — big sparkly eyes, rosy cheeks, gentle smile. No body, just a round magical ball of deep blue-black light with silver sparkle. Tiny translucent angular wing buds on either side. A small rough dark obsidian crystal chip floats below. Minimal detail, simple and cute, soft dark blue glow aura."
onyx_1_happy,onyx,1-seed,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing dark midnight-blue orb of light with a cute chibi face — eyes closed happily (^^), big blush, joyful smile. Round magical ball of deep blue-black light. Tiny angular wing buds. Small rough obsidian chip below. Extra silver sparkles, dark blue glow."
onyx_1_excited,onyx,1-seed,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing dark midnight-blue orb of light with a cute chibi face — starry eyes, open mouth smile, silver sparkles bursting. Round magical ball of deep blue-black light. Tiny angular wing buds. Small rough obsidian chip below. Bright dark blue glow."
onyx_1_thinking,onyx,1-seed,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing dark midnight-blue orb of light with a cute chibi face — curious expression, slightly tilted. Round magical ball of deep blue-black light. Tiny angular wing buds. Small rough obsidian chip below. Soft dark blue glow."
onyx_1_sleeping,onyx,1-seed,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A tiny glowing dark midnight-blue orb of light with a cute chibi face — eyes closed peacefully, sleeping. Round magical ball of deep blue-black light. Tiny angular wing buds drooping. Small rough obsidian chip below. Dim glow, zzz particles."
onyx_2_idle,onyx,2-bud,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short dark midnight-blue hair, big expressive eyes, rosy cheeks, gentle mysterious smile. Tiny seedling sprout on head. Simple translucent angular fairy wings with dark blue tint. Simple dark blue-black dress with soft edges. She holds a small tumbled obsidian stone. Floating pose, soft silver sparkles."
onyx_2_happy,onyx,2-bud,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short dark midnight-blue hair, eyes closed happily (^^), big blush, joyful smile. Seedling sprout on head. Translucent angular wings with dark blue tint. Simple dark blue dress. She holds a tumbled obsidian stone. Bouncy pose, silver sparkles."
onyx_2_excited,onyx,2-bud,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short dark midnight-blue hair, starry eyes, open mouth smile, arms raised. Seedling sprout on head. Translucent angular wings. Simple dark blue dress. She holds a tumbled obsidian stone up high. Lots of silver sparkles."
onyx_2_thinking,onyx,2-bud,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short dark midnight-blue hair, curious expression, head tilted, finger on chin. Seedling sprout on head. Translucent angular wings. Simple dark blue dress. She holds a tumbled obsidian stone. Thoughtful pose."
onyx_2_sleeping,onyx,2-bud,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A small chibi fairy girl with short dark midnight-blue hair, eyes closed peacefully, sleeping. Seedling sprout on head. Translucent angular wings drooping. Simple dark blue dress. She cradles a tumbled obsidian stone. Curled up pose, zzz particles."
onyx_3_idle,onyx,3-bloom,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing dark midnight-blue hair past her shoulders, large expressive eyes, rosy cheeks, gentle mysterious smile. Flower crown of tiny dark purple and silver blossoms. Translucent angular fairy wings with dark blue-silver shimmer. Flowing dark blue-black dress with angular crystal edges. She holds a polished obsidian sphere against her chest. Floating pose, soft silver sparkles."
onyx_3_happy,onyx,3-bloom,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing dark midnight-blue hair, eyes closed happily (^^), big blush, smile. Flower crown of dark purple and silver blossoms. Translucent angular wings with dark blue shimmer. Dark blue dress with angular edges. She holds a polished obsidian sphere. Bouncy pose, silver sparkles."
onyx_3_excited,onyx,3-bloom,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing dark midnight-blue hair, starry eyes, open mouth smile, arms raised. Flower crown of dark purple and silver blossoms. Translucent angular wings spread wide. Dark blue dress. She holds a polished obsidian sphere up high. Lots of silver sparkles bursting."
onyx_3_thinking,onyx,3-bloom,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing dark midnight-blue hair, curious expression, head tilted, finger on chin. Flower crown of dark purple and silver blossoms. Translucent angular wings. Dark blue dress. She holds a polished obsidian sphere. Thoughtful pose."
onyx_3_sleeping,onyx,3-bloom,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A chibi fairy girl with flowing dark midnight-blue hair, eyes closed peacefully, serene. Flower crown of dark purple and silver blossoms. Translucent angular wings folded. Dark blue dress. She cradles a polished obsidian sphere. Curled up pose, zzz particles, dim glow."
onyx_4_idle,onyx,4-crystal,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing dark midnight-blue hair, large expressive eyes, rosy cheeks, elegant mysterious smile. Crystal tiara with faceted dark onyx gems and silver accents. Large angular faceted crystal fairy wings that catch light with dark blue-silver sparkle. Detailed dark blue-black dress with crystal accents and silver details. She holds a brilliant faceted black onyx gem. Floating pose, silver sparkles and moonlight rays."
onyx_4_happy,onyx,4-crystal,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing dark midnight-blue hair, eyes closed happily (^^), big blush, radiant smile. Crystal tiara with onyx gems. Large angular faceted crystal wings with dark blue-silver sparkle. Detailed dark dress with crystal accents. She holds a brilliant faceted onyx gem. Bouncy pose, silver sparkles and light bursts."
onyx_4_excited,onyx,4-crystal,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing dark midnight-blue hair, starry eyes, open mouth smile, arms raised. Crystal tiara with onyx gems. Large angular faceted crystal wings spread wide with dark blue-silver sparkle. Detailed dark dress. She holds a brilliant faceted onyx gem up high. Silver sparkles and moonlight rays bursting."
onyx_4_thinking,onyx,4-crystal,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing dark midnight-blue hair, curious expression, head tilted, finger on chin. Crystal tiara with onyx gems. Large angular faceted crystal wings with dark blue-silver sparkle. Detailed dark dress. She holds a brilliant faceted onyx gem. Thoughtful pose, gentle silver sparkles."
onyx_4_sleeping,onyx,4-crystal,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. An ornate chibi fairy girl with long flowing dark midnight-blue hair, eyes closed peacefully, serene. Crystal tiara with onyx gems. Large angular faceted crystal wings folded. Detailed dark dress. She cradles a brilliant faceted onyx gem. Curled up pose, zzz particles, soft moonlight glow."
onyx_5_idle,onyx,5-guardian,idle,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing dark midnight-blue hair, large expressive eyes, rosy cheeks, serene wise smile. Silver and gold crown with glowing dark onyx gem centerpiece. Large majestic angular feathered-crystal wings with dark blue, silver, and gold shimmer. Ethereal glowing dark blue gown with silver and gold sparkle accents. She holds a radiant glowing dark onyx crystal emitting soft moonlight. Silver and gold sparkle aura, moonlight rays, magical atmosphere."
onyx_5_happy,onyx,5-guardian,happy,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing dark midnight-blue hair, eyes closed happily (^^), radiant smile. Silver and gold crown with onyx gem. Large majestic angular feathered-crystal wings with dark blue and silver shimmer. Ethereal glowing dark blue gown. She holds a radiant glowing onyx crystal. Joyful pose, silver-gold sparkle aura."
onyx_5_excited,onyx,5-guardian,excited,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing dark midnight-blue hair, starry eyes, open mouth smile, arms raised. Silver and gold crown with onyx gem. Large majestic angular feathered-crystal wings spread wide. Ethereal glowing dark blue gown. She holds a radiant glowing onyx crystal up high. Silver-gold sparkle aura bursting."
onyx_5_thinking,onyx,5-guardian,thinking,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing dark midnight-blue hair, wise curious expression, head tilted, finger on chin. Silver and gold crown with onyx gem. Large majestic angular feathered-crystal wings. Ethereal glowing dark blue gown. She holds a radiant glowing onyx crystal. Soft silver-gold sparkle aura."
onyx_5_sleeping,onyx,5-guardian,sleeping,512x512,transparent,"Kawaii chibi fairy character, soft watercolor pastel anime art style, transparent background, no hard outlines, watercolor wash textures, full body, front-facing, centered composition, sparkle particles floating around her, 512x512. A majestic chibi fairy girl with very long flowing dark midnight-blue hair, eyes closed peacefully, serene. Silver and gold crown with onyx gem. Large majestic angular feathered-crystal wings folded like cocoon. Ethereal glowing dark blue gown. She cradles a radiant glowing onyx crystal. Curled up pose, zzz particles, dim silver-gold aura."
